,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,R,R,R,R,R,R,R,R,R,R,R,R,R,R
2014-04-01,0.6615139641507035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6615139641507035,0.9890411786016182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9516224563640495,0.0,0.0,0.0,0.0,1.9406636349656678,0.34944485724767865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048377543635950565,0.0,0.0,0.0,0.0,0.3978224008836292
2014-04-02,0.6578792720399853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6578792720399853,0.9836068864114994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463937615488625,0.0,0.0,0.0,0.0,1.930000647960362,0.35851384154851557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05360623845113765,0.0,0.0,0.0,0.0,0.4121200799996532
2014-04-03,0.6542645507650403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542645507650403,0.978202452969678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411937958260665,0.0,0.0,0.0,0.0,1.9193962487957446,0.36753299626528196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588062041739336,0.0,0.0,0.0,0.0,0.4263392004392156
2014-04-04,0.6506696905960015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6506696905960015,0.9728277142170974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9360224013435057,0.0,0.0,0.0,0.0,1.908850115560603,0.3765025951869013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0639775986564944,0.0,0.0,0.0,0.0,0.4404801938433957
2014-04-05,0.6470945824059136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470945824059136,0.9674825069961243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9308794211163436,0.0,0.0,0.0,0.0,1.8983619281124677,0.3854229105979623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06912057888365651,0.0,0.0,0.0,0.0,0.4545434894816188
2014-04-06,0.6435391176674194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435391176674194,0.9621666690455961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9257646990222977,0.0,0.0,0.0,0.0,1.887931368067894,0.3942942132869845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07423530097770235,0.0,0.0,0.0,0.0,0.46852951426468686
2014-04-07,0.6400031884494666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400031884494666,0.956880038995895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9206780797969004,0.0,0.0,0.0,0.0,1.8775581187927954,0.40311677255463846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0793219202030996,0.0,0.0,0.0,0.0,0.48243869275773804
2014-04-08,0.6364866874140299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364866874140299,0.9516224563640495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9156194090287856,0.0,0.0,0.0,0.0,1.867241865392835,0.4118908562219206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08438059097121443,0.0,0.0,0.0,0.0,0.49627144719313504
2014-04-09,0.6329895078128539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6329895078128539,0.9463937615488625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9105885331550011,0.0,0.0,0.0,0.0,1.8569822947038634,0.4206167306382837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08941146684499897,0.0,0.0,0.0,0.0,0.5100281974832827
2014-04-10,0.6295115434842119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6295115434842119,0.9411937958260665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9055852994563472,0.0,0.0,0.0,0.0,1.8467790952824137,0.4292946606897217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09441470054365282,0.0,0.0,0.0,0.0,0.5237093612333745
2014-04-11,0.6260526888496832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6260526888496832,0.9360224013435057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9006095560527411,0.0,0.0,0.0,0.0,1.8366319573962469,0.4379249098068112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09939044394725913,0.0,0.0,0.0,0.0,0.5373153537540704
2014-04-12,0.6226128389109488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226128389109488,0.9308794211163436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8956611518986052,0.0,0.0,0.0,0.0,1.8265405730149489,0.4465077399727079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10433884810139507,0.0,0.0,0.0,0.0,0.5508465880741029
2014-04-13,0.6191918892466028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6191918892466028,0.9257646990222977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8907399367782832,0.0,0.0,0.0,0.0,1.816504635800581,0.4550434117310996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10926006322171708,0.0,0.0,0.0,0.0,0.5643034749528166
2014-04-14,0.6157897360089841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6157897360089841,0.9206780797969004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8858457613014794,0.0,0.0,0.0,0.0,1.8065238410983797,0.4635321841941155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11415423869852083,0.0,0.0,0.0,0.0,0.5776864228926364
2014-04-15,0.6124062759210227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6124062759210227,0.9156194090287856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8809784768987239,0.0,0.0,0.0,0.0,2.7965978859275094,0.47197431505019183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11902152310127621,0.0,0.0,0.0,0.0,0.5909958381514681
2014-04-16,0.609041406273105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.609041406273105,0.9105885331550011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8706434303223571,0.0,0.0,0.0,0.0,2.7812319634773583,0.4803700605718941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12935656967764284,0.0,0.0,0.0,0.0,0.6097266302495369
2014-04-17,0.6056950249199561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6056950249199561,0.9055852994563472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8603651697161905,0.0,0.0,0.0,0.0,2.765950469172538,0.48871967562369684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13963483028380963,0.0,0.0,0.0,0.0,0.6283545059075064
2014-04-18,0.6023670302775387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6023670302775387,1.900609556052741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.850143383069398,0.0,0.0,0.0,0.0,3.750752939122139,0.49702341366972047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14985661693060187,0.0,0.0,0.0,0.0,0.6468800306003224
2014-04-19,0.5990573213199698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5990573213199698,1.8901666464040996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8399777600855003,0.0,0.0,0.0,0.0,3.7301444064896,0.5107760322759308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16002223991449965,0.0,0.0,0.0,0.0,0.6707982721904304
2014-04-20,0.5957657975764535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5957657975764535,1.8797811153799013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8298679921729426,0.0,0.0,0.0,0.0,3.7096491075528437,0.5244530870436455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17013200782705734,0.0,0.0,0.0,0.0,0.6945850948707029
2014-04-21,0.5924923591282313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5924923591282313,1.869452647712979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8198137724357284,0.0,0.0,0.0,0.0,3.6892664201487073,0.5380549931587902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1801862275642713,0.0,0.0,0.0,0.0,0.7182412207230615
2014-04-22,0.5892369066055487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5892369066055487,1.859180929868402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8098147956641035,0.0,0.0,0.0,0.0,3.668995725532506,0.5515821635260496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901852043358962,0.0,0.0,0.0,0.0,0.7417673678619459
2014-04-23,0.5859993411846391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5859993411846391,1.8489656500339604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7998707583252898,0.0,0.0,0.0,0.0,3.64883640835925,0.565035008781401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20012924167470994,0.0,0.0,0.0,0.0,0.7651642504561109
2014-04-24,0.5827795645847235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5827795645847235,1.8388064981106969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7899813585542719,0.0,0.0,0.0,0.0,3.6287878566649687,0.5784139373045801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21001864144572802,0.0,0.0,0.0,0.0,0.7884325787503081
2014-04-25,0.5795774790650271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5795774790650271,1.8287031657034953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.780146296144633,0.0,0.0,0.0,0.0,3.6088494618481284,0.591719355231478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21985370385536687,0.0,0.0,0.0,0.0,0.8115730590868449
2014-04-26,0.5763929874218127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5763929874218127,1.818655346111718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.770365272539443,0.0,0.0,0.0,0.0,3.589020618651161,0.6049516664664699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22963472746055716,0.0,0.0,0.0,0.0,0.834586393927027
2014-04-27,1.573225992985429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573225992985429,3.8086627343198955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7606379908221932,0.0,0.0,0.0,0.0,5.569300725142089,0.6181112726946761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23936200917780684,0.0,0.0,0.0,0.0,0.857473281872483
2014-04-28,1.5645818941228717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5645818941228717,6.787736015999457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.750964155707786,0.0,0.0,0.0,0.0,15.538700171707243,0.6476820898776725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24903584429221448,0.0,0.0,0.0,0.0,0.896717934169887
2014-04-29,1.55598529030901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55598529030901,6.750440763164295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.702881935072028,0.0,0.0,0.0,0.0,17.453322698236324,0.6935739465266963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29711806492797155,0.0,0.0,0.0,0.0,0.9906920114546679
2014-04-30,1.5474359205820372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5474359205820372,8.713350429300755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.644074891472732,0.0,0.0,0.0,0.0,20.357425320773487,0.7392136501172091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3559251085272684,0.0,0.0,0.0,0.0,1.0951387586444774
2014-05-01,1.5389335254140042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5389335254140042,8.66547487749141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.580096458003101,0.0,0.0,0.0,0.0,20.24557133549451,0.795591597094587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4199035419968988,0.0,0.0,0.0,0.0,1.2154951390914859
2014-05-02,1.5304778467029383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5304778467029383,9.617862378164535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.516469554387701,0.0,0.0,0.0,0.0,21.134331932552236,0.8516597751325289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4835304456123004,0.0,0.0,0.0,0.0,1.3351902207448294
2014-05-03,1.5220686277650102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5220686277650102,16.565016980482312,1.0,0.0,0.0,1.0,0.0,1.0,1.0,11.453192249143813,0.0,0.0,1.0,1.0,34.01820922962612,0.9129143917526799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5468077508561888,0.0,0.0,0.0,0.0,1.4597221426088687
2014-05-04,1.5137056133267408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5137056133267408,16.474000403666476,1.9945054945054945,2.0,1.0,4.9945054945054945,1.0,3.9945054945054945,1.9945054945054945,11.390262621401265,1.0,1.0,0.9945054945054945,0.9945054945054945,48.831295992100706,1.012293983006786,0.005494505494505495,0.0,0.0,0.005494505494505495,0.0,0.005494505494505495,0.005494505494505495,0.6097373785987372,0.0,0.0,0.005494505494505495,0.005494505494505495,1.6549983945725562
2014-05-05,1.5053885495172532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5053885495172532,16.383483917932047,1.9835466731071125,1.989010989010989,0.9945054945054945,4.967063156623596,0.9945054945054945,3.972557662118102,1.9835466731071125,11.327678760844115,0.9945054945054945,0.9945054945054945,0.9890411786016182,0.9890411786016182,48.56299216796829,1.1111275325507048,0.016453326892887334,0.01098901098901099,0.005494505494505495,0.03293684337640382,0.005494505494505495,0.027442337881898322,0.016453326892887334,0.672321239155887,0.005494505494505495,0.005494505494505495,0.010958821398381838,0.010958821398381838,1.9316192825144651
2014-05-06,1.497117183860565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.497117183860565,17.293464775525827,1.9726480650131173,1.9780823572032364,0.9890411786016182,4.939771600817973,0.9890411786016182,3.950730422216354,1.9726480650131173,11.265438767652665,0.9890411786016182,0.9890411786016182,0.9836068864114994,0.9836068864114994,49.29616254067176,1.209418040613613,0.02735193498688246,0.021917642796763677,0.010958821398381838,0.06022839918202798,0.010958821398381838,0.049269577783646136,0.02735193498688246,0.7345612323473383,0.010958821398381838,0.010958821398381838,0.01639311358850062,0.01639311358850062,2.2067202754676827
2014-05-07,1.4888912652679247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4888912652679247,17.198445738297664,1.961809339381177,1.9672137728229988,0.9836068864114994,4.912629998615676,0.9836068864114994,3.9290231122041765,1.961809339381177,11.203540752445782,0.9836068864114994,0.9836068864114994,0.978202452969678,0.978202452969678,49.025304504734,1.3126629964344174,0.03819066061882266,0.03278622717700124,0.01639311358850062,0.08737000138432453,0.01639311358850062,0.07097688779582391,0.03819066061882266,0.796459247554221,0.01639311358850062,0.01639311358850062,0.021797547030322044,0.021797547030322044,2.4858042299980805
2014-05-08,1.4807105440301889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4807105440301889,17.103948783691635,1.951030167186775,1.956404905939356,0.978202452969678,4.88563752609581,0.978202452969678,3.9074350731261314,1.951030167186775,11.141982836223553,0.978202452969678,0.978202452969678,0.9728277142170974,0.9728277142170974,48.75593469976294,1.4153406722781843,0.048969832813224735,0.04359509406064409,0.021797547030322044,0.11436247390419088,0.021797547030322044,0.09256492687386883,0.048969832813224735,0.8580171637764507,0.021797547030322044,0.021797547030322044,0.02717228578290269,0.02717228578290269,2.7633547562068825
2014-05-09,1.4725747718102429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4725747718102429,17.0099710431219,1.940310221213221,1.9456554284341947,0.9728277142170974,4.858793363864514,0.9728277142170974,3.8859656496474164,1.940310221213221,11.080763150310236,0.9728277142170974,0.9728277142170974,0.9674825069961243,0.9674825069961243,48.48804494866535,1.5174541850678644,0.05968977878677845,0.05434457156580538,0.02717228578290269,0.14120663613548654,0.02717228578290269,0.11403435035258383,0.05968977878677845,0.9192368496897669,0.02717228578290269,0.02717228578290269,0.032517493003875755,0.032517493003875755,3.039380279524427
2014-05-10,1.4644837016354615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4644837016354615,16.91650966376409,1.9296491760417198,1.9349650139922485,0.9674825069961243,4.832096697030094,0.9674825069961243,3.8646141900339694,1.9296491760417198,11.019879836297543,0.9674825069961243,0.9674825069961243,0.9621666690455961,0.9621666690455961,48.22162711927708,1.6190066346004588,0.07035082395827966,0.06503498600775151,0.032517493003875755,0.16790330296990694,0.032517493003875755,0.13538580996603117,0.07035082395827966,0.9801201637024606,0.032517493003875755,0.032517493003875755,0.03783333095440391,0.03783333095440391,3.3138891790874796
2014-05-11,1.4564370878902115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4564370878902115,17.823561808468682,1.9190467080414906,1.9243333380911922,0.9621666690455961,4.805546715178281,0.9621666690455961,3.8433800461326837,1.9190467080414906,10.959331045988217,0.9621666690455961,0.9621666690455961,0.956880038995895,0.956880038995895,48.956673124116215,1.7200011036411156,0.0809532919585089,0.07566666190880782,0.03783333095440391,0.19445328482172064,0.03783333095440391,0.15661995386731672,0.0809532919585089,1.0406689540117877,0.03783333095440391,0.03783333095440391,0.043119961004104986,0.043119961004104986,3.5868897879935924
2014-05-12,1.4484346863083972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4484346863083972,17.725630150180393,1.908502495359944,1.91376007799179,0.956880038995895,4.779142612347631,0.956880038995895,3.822262573351735,1.908502495359944,10.89911494133993,0.956880038995895,0.956880038995895,0.9516224563640495,0.9516224563640495,48.687680414643054,1.8259351635112193,0.09149750464005554,0.08623992200820997,0.043119961004104986,0.22085738765237053,0.043119961004104986,0.17773742664826553,0.09149750464005554,1.1008850586600747,0.043119961004104986,0.043119961004104986,0.048377543635950565,0.048377543635950565,3.863884899048572
2014-05-13,1.4404762539660434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4404762539660434,17.628236577926653,1.8980162179129114,1.903244912728099,0.9516224563640495,4.752883587005061,0.9516224563640495,3.801261130641011,1.8980162179129114,10.83922969440949,0.9516224563640495,0.9516224563640495,0.9463937615488625,0.9463937615488625,48.420165687090055,1.9312871681073116,0.1019837820870882,0.09675508727190113,0.048377543635950565,0.24711641299493994,0.048377543635950565,0.19873886935898935,0.1019837820870882,1.1607703055905139,0.048377543635950565,0.048377543635950565,0.05360623845113765,0.05360623845113765,4.139358058943909
2014-05-14,1.4325615492739223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4325615492739223,17.531378135190792,1.8875875573749283,1.892787523097725,0.9463937615488625,4.726768842021517,0.9463937615488625,3.7803750804726537,1.8875875573749283,10.77967348729735,0.9463937615488625,0.9463937615488625,0.9411937958260665,0.9411937958260665,48.15412082067748,2.0360603155352934,0.11241244262507123,0.1072124769022753,0.05360623845113765,0.27323115797848424,0.05360623845113765,0.21962491952734656,0.11241244262507123,1.220326512702654,0.05360623845113765,0.05360623845113765,0.0588062041739336,0.0588062041739336,4.4133176300486125
2014-05-15,1.4246903319702193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4246903319702193,17.435051881700733,1.8772161971695713,1.882387591652133,0.9411937958260665,4.7007975846477725,0.9411937958260665,4.759603788821705,1.8772161971695713,10.720444512092419,0.9411937958260665,0.9411937958260665,0.9360224013435057,0.9360224013435057,48.889537739245185,2.1402577863290553,0.12278380283042797,0.1176124083478672,0.0588062041739336,0.29920241535222886,0.0588062041739336,0.2403962111782952,0.12278380283042797,1.2795554879075843,0.0588062041739336,0.0588062041739336,0.0639775986564944,0.0639775986564944,4.68577192878461
2014-05-16,1.41686236311324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41686236311324,17.33925489333974,1.8669018224598484,1.8720448026870113,0.9360224013435057,4.674969026490367,0.9360224013435057,4.733452119652355,1.8669018224598484,10.661540970817187,0.9360224013435057,0.9360224013435057,0.9308794211163436,0.9308794211163436,48.62091390551307,2.2438827435470277,0.13309817754015088,0.1279551973129888,0.0639775986564944,0.3250309735096342,0.0639775986564944,0.26654788034764526,0.13309817754015088,1.3384590291828173,0.0639775986564944,0.0639775986564944,0.06912057888365651,0.06912057888365651,4.962223731373706
2014-05-17,1.4090774050741564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4090774050741564,17.24398426205765,1.8566441201386403,1.8617588422326872,0.9308794211163436,4.649282383487673,0.9308794211163436,4.707444140972947,1.8566441201386403,10.602961075373138,0.9308794211163436,0.9308794211163436,0.9257646990222977,0.9257646990222977,48.35376602691134,2.3469383328681976,0.14335587986135884,0.13824115776731302,0.06912057888365651,0.3507176165123286,0.06912057888365651,0.29255585902705383,0.14335587986135884,1.3970389246268677,0.06912057888365651,0.06912057888365651,0.07423530097770235,0.07423530097770235,5.237156568014509
